,trspeed,trdir,wspd,lon,lat,trdir_t,month
0,63.431,62.339523474375405,58.541666666666664,288.6708297729492,39.275001525878906,8.170767307281494,2
1,40.281,41.4516658782959,50.0,284.8249994913737,40.691665967305504,3.8694756825764975,9
2,31.175333333333334,37.775828997294106,44.375,287.1583391825358,42.23333406448364,2.2025558153788247,9
3,37.271499999999996,,45.0,289.5791664123535,39.77083412806193,,7
4,43.67633333333333,34.86838340759277,72.41666666666667,287.99525960286456,39.27205340067545,4.298660119374594,8
5,68.98700000000001,71.29771041870117,100.0,287.09167734781903,39.25833320617676,7.093589146931966,8
6,63.58533333333334,78.39129956563313,100.0,287.93333435058594,41.14999930063883,5.979408264160156,8
7,58.801,64.5421028137207,97.91666666666667,288.249994913737,39.349998474121094,6.134305318196614,9
8,66.98066666666666,58.407797495524086,95.0,289.46666463216144,41.34999942779541,9.330662727355957,9
9,18.52,14.621846437454224,37.083333333333336,284.79999287923175,40.32500044504801,4.764421145121257,8
10,20.063333333333333,9.881754318873087,40.0,286.125,40.58333365122477,2.1901421546936035,8
11,21.452333333333332,7.725672801335653,40.0,287.625,40.78333441416422,3.6962546904881797,8
12,23.458666666666666,5.337214350700378,40.0,289.16666920979816,40.941667556762695,1.4453045129776,8
13,28.32016666666667,26.164863983790077,40.541666666666664,288.2236035664876,39.27647670110067,14.769840637842815,9
14,47.689,39.79434251785278,81.25,289.3250045776367,39.75,23.68423557281494,8
15,42.596000000000004,52.40166219075521,48.0,286.9668782552083,39.282849629720054,2.93136469523112,7
16,54.32533333333334,51.50674057006836,49.0,289.0614725748698,41.34867858886719,4.723701477050781,7
17,40.0495,56.76576089859009,50.0,285.26251220703125,39.37500047683716,3.6031126976013184,7
18,52.319,58.39411449432373,46.25,287.06250762939453,41.4375,12.144281387329102,7
19,61.03883333333334,62.42503849665324,85.0,286.26251220703125,39.28333202997843,2.8107986450195312,9
20,68.75550000000001,59.614239851633705,81.45833333333333,287.3375078837077,40.94999901453654,4.876502513885498,9
21,63.816833333333335,63.89660104115804,65.83333333333333,288.4499931335449,42.36249923706055,4.445274829864502,9
22,25.619333333333334,64.45622539520264,84.58333333333333,287.8291549682617,39.2500007947286,32.67675526936849,9
23,18.211333333333332,31.77947012583415,75.0,288.53333282470703,40.41666809717814,32.12319469451904,9
24,23.381500000000003,82.67813014984131,50.0,289.4625015258789,39.86250019073486,0.8417768478393555,9
25,11.112,87.93765258789062,75.0,289.47499084472656,40.79999923706055,11.213104248046875,9
26,40.12666666666667,82.92027155558269,48.5,289.7456309000651,41.59772618611654,3.5229899088541665,9
27,55.097,56.58367411295573,52.083333333333336,285.5750020345052,39.29999987284342,,9
28,69.45,,55.833333333333336,287.43602498372394,41.435482343037926,,9
29,28.628833333333333,54.71141783396403,75.0,289.48748779296875,39.80833228429159,11.058731396993,8
30,26.082333333333334,66.3368272781372,40.0,287.93332799275714,39.25833400090536,,6
31,29.554833333333335,,40.0,288.7333450317383,40.658331871032715,,6
32,50.93,64.31189155578613,48.125,285.3000030517578,39.512500286102295,3.057281494140625,8
33,54.171,61.25461006164551,45.0,287.0124969482422,42.17500019073486,2.7065796852111816,8
