,trspeed,trdir,wspd,lon,lat,trdir_t,month
34,30.789500000000004,,47.083333333333336,285.7291679382324,41.38750076293945,,6
35,34.57066666666667,115.23756663004558,55.833333333333336,286.65000406901044,39.86666742960612,,6
36,18.52,62.62006759643555,55.416666666666664,289.25001017252606,39.77500057220459,3.1775967280069985,9
37,41.438500000000005,76.44377422332764,75.83333333333333,286.32500712076825,39.2583327293396,,8
38,35.49666666666667,,54.791666666666664,286.9666582743327,41.333333015441895,,8
39,18.52,,20.0,289.6727116902669,39.77033042907715,,8
40,63.894,71.80084228515625,79.5,286.04864501953125,39.25706768035889,9.244100570678711,9
41,75.006,63.985361099243164,75.5,287.00144958496094,41.425734519958496,3.502102851867676,9
42,20.680666666666667,62.5158478418986,35.0,286.3583221435547,39.29166730244955,,9
43,24.384666666666668,,34.583333333333336,287.1000010172526,40.38333257039388,,9
44,27.5485,27.63604974746704,57.375,288.02561950683594,39.26330614089966,2.4072189331054688,8
45,34.18483333333333,47.003597577412926,27.291666666666668,288.33334223429364,39.2958337465922,3.3902112642923994,8
46,63.6625,37.67623329162598,20.0,284.8999938964844,40.45000076293945,13.30460500717163,8
47,67.3665,29.59868288040161,20.0,288.7125015258789,42.637500286102295,6.50133204460144,8
48,52.782000000000004,64.46787389119466,94.16666666666667,287.23333231608075,39.283334732055664,4.516613006591797,8
49,48.46066666666667,59.95126088460287,87.0,288.5795440673828,41.44104131062826,5.362059911092122,8
50,30.326500000000003,15.088210225105286,15.0,285.31250381469727,41.44999933242798,,8
51,27.317,,15.0,287.28750228881836,41.84999942779541,,8
52,45.065333333333335,47.59642028808594,60.0,285.28517659505206,39.864916483561196,4.731778462727864,7
53,51.238666666666674,43.616467793782554,59.0,287.6441955566406,41.794629414876304,5.169384002685547,7
54,65.43733333333333,47.93026192982992,45.0,287.5082372029622,39.317216555277504,8.206037839253744,10
55,25.233500000000003,60.2740216255188,50.0,289.4099578857422,39.75122833251953,30.580472946166992,7
56,49.078,58.51129150390625,55.0,285.6000061035156,39.29999923706055,7.3086700439453125,9
57,37.966,51.20262145996094,50.0,287.1999969482422,41.349998474121094,9.42890739440918,9
58,30.558,41.77371406555176,47.5,288.6499938964844,42.69999885559082,9.898801803588867,9
59,41.438500000000005,44.488089084625244,25.0,285.25,39.4375,18.881120681762695,9
60,38.429,26.091582775115967,25.0,287.25,40.9375,12.02899694442749,9
61,35.8825,15.754005074501038,28.125,289.5625,41.8125,1.0241657495498657,9
62,21.220833333333335,34.673511346181236,35.916666666666664,286.57735443115234,39.27812147140503,2.3318424224853516,6
63,22.224,32.618780295054115,34.708333333333336,287.834903717041,39.95168399810791,1.6216647624969482,6
64,23.072833333333335,31.3246107896169,31.083333333333332,289.1417592366536,40.59365463256836,5.567383925120036,6
65,52.70483333333334,,34.291666666666664,286.396541595459,39.310142040252686,,8
66,37.503,81.47898292541504,37.5,288.67501068115234,39.32500076293945,2.393787384033203,8
67,31.484,79.47959327697754,35.0,289.00000762939453,41.10000038146973,,8
68,36.8085,28.257652759552002,35.0,287.42642974853516,39.258389472961426,9.879506349563599,8
69,40.744,27.387720108032227,25.0,286.6478576660156,39.25880432128906,25.197187423706055,7
70,29.632,52.58490753173828,25.0,288.7916259765625,40.117366790771484,20.579345703125,7
71,17.902666666666665,,31.666666666666668,286.20001220703125,39.26666514078776,,10
72,15.742,51.73096179962158,45.0,287.6750030517578,39.27499866485596,3.1132049560546875,7
73,25.002,48.617756843566895,45.0,288.52500915527344,40.09999942779541,5.9387359619140625,7
74,36.42266666666667,61.52527872721354,38.0,286.94805908203125,39.276065826416016,0.8149566650390625,6
75,36.422666666666665,62.3402353922526,35.666666666666664,288.14501953125,40.960497538248696,6.9517161051432295,6
76,51.547333333333334,42.89680480957031,45.0,285.31666564941406,39.81666660308838,7.182298342386881,9
77,56.949000000000005,35.71450646718343,45.0,288.066655476888,41.741668065389,3.4153385162353516,9
78,42.44166666666667,74.85373942057292,59.583333333333336,285.5425084431966,39.27179495493571,1.8144111633300781,8
79,41.05266666666667,73.03932825724284,54.833333333333336,285.9337463378906,40.38540903727213,3.974612236022949,8
80,43.522,69.0647160212199,52.5,286.3879038492839,41.49377981821696,12.412760734558105,8
81,30.095000000000002,146.49704106648764,70.83333333333333,285.7000045776367,39.30833466847738,24.01126988728841,10
82,60.653000000000006,47.74360275268555,40.0,285.7695083618164,39.26357078552246,,6
83,63.431000000000004,,40.0,288.77803802490234,41.757789611816406,,6
84,50.467,50.11409091949463,66.25,289.62499237060547,39.750000953674316,12.74738597869873,7
85,40.43533333333333,38.52168337504069,26.083333333333332,286.8060557047526,39.26628605524699,,5
86,53.78516666666667,,25.0,289.3694725036621,40.830756505330406,,5
87,5.710333333333334,237.2211430867513,40.416666666666664,287.74167887369794,39.5,50.13934580485026,9
88,5.247333333333334,53.99289067586263,30.416666666666664,287.6916783650716,39.27499930063883,28.418615341186523,9
89,6.250500000000001,219.0144157409668,41.875,287.88751220703125,39.5,54.04780197143555,9
90,3.7811666666666666,24.370916048685707,30.0,287.8916613260905,39.491666634877525,15.158313433329266,9
91,5.478833333333333,37.12251091003418,25.208333333333332,288.1875114440918,39.595831871032715,18.74975315729777,9
92,7.716666666666667,181.00512568155924,45.416666666666664,288.25001017252606,39.50833320617676,58.22626876831055,9
93,11.883666666666667,57.30141035715739,25.0,288.75001017252606,39.958334604899086,,9
94,20.680666666666667,,24.583333333333332,289.3583221435547,40.69166533152262,,9
95,25.387833333333333,86.62039343516032,45.625,285.62917455037433,39.27916797002157,,7
96,24.076,,33.541666666666664,285.7291717529297,40.579167207082115,,7
97,66.05466666666666,65.12059211730957,55.416666666666664,284.7583287556966,40.63333479563395,8.444836298624674,8
