,trspeed,trdir,trdir_t,wspd
0,31.098851394045866,47.55448511991782,1.2429502455261003,69.52508847595767
1,35.64832597918408,46.311534874391725,2.673570953010638,62.056575308154706
2,16.070473701392828,84.49993913511082,9.020752109102013,62.11341308068275
3,11.575052416744974,75.47918702600882,26.016838547371236,57.32838423059972
4,5.3180617171822355,49.46234847863758,72.02910384266428,51.014625720060295
5,6.170571815278242,277.43324463597327,16.22450127124594,43.58972652343047
6,7.241144605756851,325.20693956282065,6.338167352196967,35.2583900834328
7,7.5362324599351895,323.1355090983609,7.97666684183784,34.99006639426998
8,45.77709746221086,44.144208680245086,1.3162953793664347,35.70542237848684
9,61.39846284330483,52.12641559924742,5.303697106457736,40.495071676370806
10,26.309550379923564,188.19805580461937,8.939133845594636,14.319380835919347
11,29.344772215774857,183.21321952010447,5.981803541417889,23.94964070828496
12,21.657193876848314,101.53175100686617,13.223040737691733,69.53423771654857
13,21.87603923350617,104.20836827892634,13.79037331662559,70.6046780229162
14,22.69670932097313,114.24568304915198,15.917870487627557,74.61882917179481
15,33.57143868124008,85.23849784211181,2.248568674744963,36.1034046382845
16,24.539959034176462,86.96791391001005,2.72775008587342,35.32634412436987
17,41.82165189268915,76.2052911350948,1.773079326972071,32.03170126542456
18,46.00791972130498,74.49912515429192,1.2700006436898974,19.686372280816922
19,18.5933234733014,104.36648131551225,4.968654229589484,42.058103001241015
20,19.29826937394417,103.83115790298775,2.3556895655334484,48.03297839116155
21,32.64103548565741,53.62868576300709,5.400967449306904,58.184514505066836
22,31.936288489799352,107.62928460640038,3.7856195610895753,26.368666973469324
23,31.86162239489513,108.0523108007919,3.8931774587236396,27.019559878043182
24,50.03628297351671,32.073073250894474,2.0402986082221464,56.377720162525506
25,76.74584765155791,30.653972262876465,1.5372112252697854,38.96778942574287
26,31.098851394045866,47.55448511991782,1.2429502455261003,48.20468497723369
27,35.64832597918408,46.311534874391725,2.673570953010638,44.610273964535246
28,17.373002348120384,46.384896089075625,4.149659514695932,51.213479064139186
29,21.457339879813805,42.23523657437969,1.732426343225022,52.18821138645108
30,30.157829546040993,41.799606477249995,1.0200121849709245,52.389057695776465
31,16.070473701392828,84.49993913511082,9.020752109102013,44.55835945573956
32,11.575052416744974,75.47918702600882,26.016838547371236,45.88199255606149
33,5.3180617171822355,49.46234847863758,72.02910384266428,48.1612498961953
34,6.170571815278242,277.43324463597327,16.22450127124594,44.908447793232256
35,7.241144605756851,325.20693956282065,6.338167352196967,37.884259732282075
36,7.5362324599351895,323.1355090983609,7.97666684183784,38.765368097783906
37,26.309550379923564,188.19805580461937,8.939133845594636,15.749323087582503
38,29.344772215774857,183.21321952010447,5.981803541417889,22.888110472592345
39,12.594033180839752,111.42066535001716,16.460033338808625,35.64025625624603
40,13.24306224034977,113.57470616102691,15.845113604417293,36.66413021140759
41,21.657193876848314,101.53175100686617,13.223040737691733,74.40060823416358
42,21.87603923350617,104.20836827892634,13.79037331662559,76.35745518778909
43,22.69670932097313,114.24568304915198,15.917870487627557,83.69563126388468
44,33.57143868124008,85.23849784211181,2.248568674744963,37.11460301541737
45,24.539959034176462,86.96791391001005,2.72775008587342,37.259979872812856
46,32.64103548565741,53.62868576300709,5.400967449306904,51.094937166184245
47,31.936288489799352,107.62928460640038,3.7856195610895753,24.075280707546895
48,31.86162239489513,108.0523108007919,3.8931774587236396,24.9810335373221
49,35.68483214148391,43.681127238568465,7.206687468110548,55.617980078903265
