,trspeed,trdir,trdir_t,wspd
0,16.050402423156665,72.43356510759223,9.8118858190339,118.75881082758285
1,20.300394345542635,62.62167928855833,2.3014579997079316,111.23903801176407
2,23.771378227103554,60.320221288850405,2.6545608306789448,103.53058008670129
3,27.85827074736304,57.66566045817146,2.207150787463104,91.46013995678038
4,31.862143281787123,56.39761392274877,3.6795766835874453,60.2227467585451
5,27.106156232243375,105.75133212107596,2.175628968673905,37.140228651457434
6,26.285759590360776,106.50501244890258,1.6180291630872592,39.475240890707035
7,29.196598705542076,95.87687302905735,9.846229900727185,37.70009161449617
8,32.2647232364539,86.03064312833015,6.194250296303204,26.91197012325729
9,34.2566760888713,79.83639283202696,2.5871309488599104,16.86746405295968
10,44.38084016773328,33.86747893210267,7.617719034614674,40.964420425273836
11,43.04266672162221,74.30138228452996,1.1626362522090545,60.37712020313892
12,43.9056626474551,75.46401853673902,1.474459446771128,49.50129538317214
13,18.28335966064584,118.34958500934461,8.92816949368824,34.510970363232765
14,18.28019814688167,119.03975835089061,8.798951614660988,34.66505355755609
15,10.571336434027456,114.6014616600296,9.100283575133597,32.37520683978183
16,13.43005065717474,103.38155935157477,6.410843161710574,32.89634443607542
17,11.189741545372053,109.79240251328534,8.568675743870237,32.48278361914674
18,21.736317393967777,97.15120000870122,7.33067566827898,39.33133470306498
19,21.807625284760118,101.76230097313729,4.307818968994834,45.059141163796795
20,21.761679693263687,97.45448200414245,6.465189838029117,40.35393528446715
21,5.744553551908405,324.3215086359056,5.480441963018919,34.85343030021503
22,3.7102292727974304,281.905741981708,28.60661905227439,46.5034194282963
23,4.30509817951423,310.51236103398236,14.953096729232547,39.75978317559377
24,3.995125379756785,242.88804211924597,16.85910310745888,53.2605796057043
25,3.837432726361861,259.74714522670484,16.721205083976578,50.70577092817376
26,6.714755927952515,328.8973051451428,5.375303482361787,33.557325003070645
27,5.737192412556266,213.74707456210737,28.42416102365897,58.316841931211904
28,7.788488269385384,326.0018912746315,4.935281367808692,32.45563550049791
29,10.130508807854001,203.29837846665689,11.675539184391383,63.269067319338006
30,10.546345853013246,329.7933592250365,13.611598397381641,30.257917950555303
31,10.767506551027244,201.62994002370678,8.90201884455987,64.05945073637955
32,11.935286231235773,339.36170429550964,14.490043929448134,29.202302841868008
33,11.904349812964966,65.51891621977694,1.6758407901315024,52.68829603447144
34,11.023065176489625,65.1549429582895,3.2329634719159133,54.4575032304384
35,8.076489258458276,67.2049933303712,5.316898262033096,57.968828163370304
36,10.12079290094015,204.14798463779047,8.30728047321253,67.38159316395655
37,4.849792955688746,73.51967220795716,7.769055189014386,59.64651306746871
38,3.323091238823448,68.94351498871197,116.8071589722762,57.75980987024893
39,1.4221939036427322,179.5780677568584,72.65708251910358,54.23554063134406
40,3.9107030975051096,220.64184110796612,13.62868007745009,57.83438720023603
41,8.590244338390598,207.01316103051605,8.403363374867249,64.99479167302643
42,23.596286555841257,59.08392666784155,3.7365790447451452,46.040702041117186
43,23.507831974194556,47.63896992367146,3.894293886844368,11.624197922545083
44,26.988937682817898,44.22020114488508,2.7182444349609085,12.11971703052348
45,26.89401056878126,154.97355351822355,5.102507894559253,44.67645994748047
46,34.465140983712715,134.70437416730488,5.941036485990909,40.08977877496596
47,37.14106329692128,138.69524681631796,4.443506803382531,51.48692922853924
48,51.780871088070384,63.98466170478917,0.7215505088899232,115.90888505465988
49,14.747174440614584,85.25355411471905,20.306925056854997,44.02442394520644
50,32.164144647055,50.8078415314461,3.4240785667189657,26.84095715594197
51,30.647397918636308,50.82591040749086,3.311498288604655,29.78648860544913
52,30.0883730256992,54.13740869609551,4.080367310339378,32.543645117610254
53,43.619691632617844,55.55189418672351,1.382273940488022,53.31813398934562
54,20.04692097866362,86.79963835616698,0.715155365586868,35.46718935618531
55,27.222901939701035,87.51479372175385,2.143436896027198,36.73872542238598
56,16.050402423156665,72.43356510759223,9.8118858190339,108.13100443212934
57,20.300394345542635,62.62167928855833,2.3014579997079316,117.24496290091058
58,23.771378227103554,60.320221288850405,2.6545608306789448,126.43080549320153
59,27.85827074736304,57.66566045817146,2.207150787463104,123.01899410015031
60,31.862143281787123,56.39761392274877,3.6795766835874453,94.40138309275368
61,43.04266672162221,74.30138228452996,1.1626362522090545,112.7968487123241
62,43.9056626474551,75.46401853673902,1.474459446771128,92.8401880307766
63,18.28335966064584,118.34958500934461,8.92816949368824,56.89317979695712
64,18.28019814688167,119.03975835089061,8.798951614660988,57.50100213428121
65,21.736317393967777,97.15120000870122,7.33067566827898,32.86516610405813
66,21.807625284760118,101.76230097313729,4.307818968994834,34.25626172156451
67,21.761679693263687,97.45448200414245,6.465189838029117,33.217896160735194
68,22.268298088526176,91.5462723616003,23.930190157446837,19.415010135693496
69,22.213379379934587,96.16625965626415,21.098608355937067,21.568468032025237
70,5.744553551908405,324.3215086359056,5.480441963018919,29.545916006251954
71,3.7102292727974304,281.905741981708,28.60661905227439,35.98116841506846
72,4.30509817951423,310.51236103398236,14.953096729232547,32.183774513203645
73,3.995125379756785,242.88804211924597,16.85910310745888,38.04471815784024
74,3.837432726361861,259.74714522670484,16.721205083976578,37.53486401309648
75,6.714755927952515,328.8973051451428,5.375303482361787,30.065537741610797
76,5.737192412556266,213.74707456210737,28.42416102365897,36.80198540507004
